Node,Name,Latitude,Longitude,Limit,Type,kVolts
5321,GRANBURY 1 4,32.33422,-97.731686,262.7999878,Natural Gas,13.19999981
5322,DALLAS 2 0,32.7231,-96.9358,0,,500
5323,DALLAS 2 1,32.7231,-96.9358,0,,161
5324,DALLAS 2 2,32.7231,-96.9358,284.0700073,Natural Gas,13.80000019
5325,DALLAS 2 3,32.7231,-96.9358,284.0700073,Natural Gas,13.80000019
5326,DALLAS 2 4,32.7231,-96.9358,284.0700073,Natural Gas,13.80000019
5327,MOUNT CALM 0,31.751192,-96.891872,0,,161
5328,RIESEL 2 0,31.354734,-97.012872,0,,161
5329,DALLAS 17 0,32.711324,-96.781215,0,,161
5330,ARLINGTON 4 0,32.754272,-97.083196,0,,161
5331,CELINA 0,33.338899,-96.752977,0,,161
5332,FORT WORTH 16 0,32.881807,-97.345955,0,,161
5333,RED OAK 0,32.521773,-96.807315,0,,161
5334,CLYDE 0,32.2664,-99.518879,0,,161
5335,IRVING 2 0,32.885259,-96.942108,0,,161
5336,ROWLETT 1 0,32.897846,-96.550385,0,,161
5337,JACKSBORO 2 0,33.219585,-98.188154,0,,161
5338,GRANBURY 3 0,32.56207,-97.631011,0,,161
5339,SOUTHLAKE 0,32.959922,-97.148582,0,,161
5340,DALLAS 29 0,32.786796,-96.819971,0,,161
5341,LEWISVILLE 1 0,33.068473,-96.963806,0,,161
5342,LEWISVILLE 1 1,33.068473,-96.963806,2.799999952,Hydro,13.80000019
5343,LEWISVILLE 1 2,33.068473,-96.963806,70,Hydro,13.80000019
5344,DALLAS 36 0,32.893295,-96.864339,0,,161
5345,HILLSBORO 0,32.022461,-97.133361,0,,161
5346,FORT WORTH 15 0,32.707831,-97.338265,0,,161
5347,CISCO 0,32.556004,-99.164736,0,,161
5348,ITASCA 0,32.162639,-97.1549,0,,161
5349,LANCASTER 2 0,32.617663,-96.778058,0,,161
5350,GARLAND 1 0,32.857617,-96.576325,0,,500
5351,GARLAND 1 1,32.857617,-96.576325,0,,161
5352,DALLAS 9 0,32.792244,-96.744003,0,,161
5353,DUNCANVILLE 2 0,32.643212,-96.916468,0,,161
5354,MESQUITE 1 0,32.725663,-96.558988,0,,161
5355,MAYPEARL 0,32.302367,-97.037219,0,,161
5356,GARLAND 3 0,32.964607,-96.649686,0,,161
5357,ALLEN 2 0,33.114327,-96.693964,0,,161
5358,RIESEL 1 0,31.474378,-96.957149,0,,500
5359,RIESEL 1 1,31.474378,-96.957149,0,,161
5360,RIESEL 1 2,31.474378,-96.957149,1008,Coal,13.80000019
5361,BRIDGEPORT 0,33.1964,-97.9208,0,,500
5362,BRIDGEPORT 1,33.1964,-97.9208,0,,161
5363,BRIDGEPORT 2,33.1964,-97.9208,10.39999962,Natural Gas,13.80000019
5364,BRIDGEPORT 3,33.1964,-97.9208,213.3300018,Natural Gas,13.80000019
5365,BRIDGEPORT 4,33.1964,-97.9208,213.3300018,Natural Gas,13.80000019
5366,BRIDGEPORT 5,33.1964,-97.9208,213.3300018,Natural Gas,13.80000019
5367,BRIDGEPORT 6,33.1964,-97.9208,213.3300018,Natural Gas,13.80000019
5368,BRIDGEPORT 7,33.1964,-97.9208,213.3300018,Natural Gas,13.80000019
5369,BRIDGEPORT 8,33.1964,-97.9208,213.3300018,Natural Gas,13.80000019
5370,LEWISVILLE 2 0,33.081367,-97.061017,0,,161
5371,SEAGOVILLE 0,32.6058,-96.542308,0,,161
5372,DALLAS 31 0,32.925283,-96.8368,0,,161
5373,HALTOM CITY 0,32.803436,-97.267376,0,,161
5374,BALCH SPRINGS 0,32.716601,-96.620085,0,,161
5375,FORT WORTH 13 0,32.6785,-97.330511,0,,161
5376,DALLAS 43 0,32.676238,-96.936565,0,,161
5377,KILLEEN 2 0,31.112884,-97.729602,0,,161
5378,WACO 5 0,31.539723,-97.195009,0,,161
5379,FORT WORTH 9 0,32.859685,-97.291523,0,,161
5380,ENNIS 0,32.32,-96.675,0,,500
5381,ENNIS 1,32.32,-96.675,0,,161
5382,ENNIS 2,32.32,-96.675,209,Natural Gas,13.80000019
5383,ENNIS 3,32.32,-96.675,209,Natural Gas,13.80000019
5384,DALLAS 3 0,32.710306,-96.678549,0,,500
5385,DALLAS 3 1,32.710306,-96.678549,0,,161
5386,RICHARDSON 1 0,32.991557,-96.663063,0,,161
5387,FORT WORTH 21 0,32.742058,-97.38173,0,,161
5388,WACO 2 0,31.620954,-97.09851,0,,500
5389,WACO 2 1,31.620954,-97.09851,0,,161
5390,ROGERS 0,30.940183,-97.227023,0,,161
5391,ROGERS 1,30.940183,-97.227023,0,,115
5392,ROGERS 2,30.940183,-97.227023,0,,115
5393,CHINA SPRING 0,31.693947,-97.325271,0,,161
5394,ALBANY 1 0,32.7683,-99.4228,0,,500
5395,ALBANY 1 1,32.7683,-99.4228,0,,230
5396,ALBANY 1 2,32.7683,-99.4228,0,,161
5397,ALBANY 1 3,32.7683,-99.4228,0,,115
5398,ALBANY 1 4,32.7683,-99.4228,0,,115
5399,ALBANY 1 5,32.7683,-99.4228,165.6000061,Wind,13.80000019
5400,MCKINNEY 2 0,33.245879,-96.631295,0,,161
5401,GRANBURY 2 0,32.403056,-97.700556,0,,500
5402,GRANBURY 2 1,32.403056,-97.700556,0,,161
5403,GRANBURY 2 2,32.403056,-97.700556,89.40000153,Natural Gas,18
5404,GRANBURY 2 3,32.403056,-97.700556,89.40000153,Natural Gas,18
5405,GRANBURY 2 4,32.403056,-97.700556,89.40000153,Natural Gas,18
5406,GRANBURY 2 5,32.403056,-97.700556,89.40000153,Natural Gas,18
5407,CLIFTON 2 0,31.817062,-97.546568,0,,161
5408,FARMERSVILLE 0,33.174219,-96.356004,0,,161
5409,ARLINGTON 10 0,32.689222,-97.18913,0,,161
5410,KILLEEN 3 0,31.009641,-97.746417,0,,500
5411,KILLEEN 3 1,31.009641,-97.746417,0,,161
5412,WYLIE 0,33.012135,-96.534936,0,,161
5413,PALO PINTO 1 0,32.6581,-98.3103,0,,500
5414,PALO PINTO 1 1,32.6581,-98.3103,0,,161
5415,PALO PINTO 1 2,32.6581,-98.3103,122,Natural Gas,13.80000019
5416,PALO PINTO 1 3,32.6581,-98.3103,122,Natural Gas,13.80000019
5417,PALO PINTO 1 4,32.6581,-98.3103,122,Natural Gas,13.80000019
5418,PALO PINTO 1 5,32.6581,-98.3103,118.8000031,Natural Gas,13.80000019
5419,PALO PINTO 1 6,32.6581,-98.3103,118.8000031,Natural Gas,13.80000019
5420,FORT WORTH 10 0,32.975361,-97.310486,0,,161
5421,JOSEPHINE 0,33.066219,-96.309004,0,,161
5422,LEWSIVILLE 0,33.019646,-96.961986,0,,161
5423,LEWSIVILLE 1,33.019646,-96.961986,12.39999962,Natural Gas,13.80000019
5424,LEWSIVILLE 2,33.019646,-96.961986,3.200000048,Natural Gas,13.80000019
5425,DALLAS 40 0,32.813576,-96.878036,0,,161
5426,KEMP 0,32.366686,-96.245039,0,,161
5427,WAXAHACHIE 2 0,32.360829,-96.915523,0,,161
5428,HURST 0,32.8172,-97.180586,0,,161
5429,FORT WORTH 18 0,32.816503,-97.359532,0,,161
5430,WEATHERFORD 2 0,32.754964,-97.791085,0,,161
5431,ROCKWALL 2 0,32.943901,-96.452875,0,,161
5432,WEATHERFORD 3 0,32.848403,-97.903219,0,,161
5433,FORT WORTH 3 0,32.747426,-97.217658,0,,161
5434,NEWARK 0,33.00085,-97.444409,0,,161
5435,SANTO 0,32.600503,-98.17276,0,,161
5436,DALLAS 18 0,32.930338,-96.787496,0,,161
5437,ELM MOTT 0,31.696619,-97.073707,0,,161
5438,FORT WORTH 17 0,32.7811,-97.354585,0,,161
5439,WAXAHACHIE 1 0,32.372201,-96.784944,0,,161
5440,ARLINGTON 3 0,32.722844,-97.080239,0,,161
5441,FORT WORTH 20 0,32.652918,-97.379538,0,,161
5442,FORT WORTH 7 0,32.749099,-97.272957,0,,161
5443,FORT WORTH 11 0,32.728688,-97.317801,0,,161
5444,MIDLOTHIAN 1 0,32.4302,-97.0537,289,Natural Gas,500
5445,MIDLOTHIAN 1 1,32.4302,-97.0537,0,,161
5446,HEWITT 0,31.453501,-97.195339,0,,161
5447,ARLINGTON 11 0,32.639649,-97.217476,0,,161
5448,GRAND PRAIRIE 3 0,32.664953,-97.024692,0,,500
5449,GRAND PRAIRIE 3 1,32.664953,-97.024692,0,,161
5450,MELISSA 0,33.285118,-96.566247,0,,161
5451,COPPERAS COVE 0,31.219045,-97.968224,0,,500
5452,COPPERAS COVE 1,31.219045,-97.968224,0,,161
5453,CLEBURNE 1 0,32.392588,-97.32754,0,,161
5454,GREENVILLE 2 0,33.068454,-96.084274,0,,161
5455,ALVORD 0,33.372433,-97.669953,0,,161
5456,GORMAN 0,32.116953,-98.98514,0,,161
5457,COLLEYVILLE 0,32.891787,-97.149641,0,,161
5458,HOLLAND 0,30.884326,-97.378809,0,,161
5459,HOLLAND 1,30.884326,-97.378809,0,,115
5460,HOLLAND 2,30.884326,-97.378809,0,,115
5461,TEMPLE 3 0,31.137885,-97.373626,0,,161
5462,DALLAS 34 0,32.660862,-96.840948,0,,161
5463,IRVING 4 0,32.825907,-96.966915,0,,161
5464,FRISCO 2 0,33.146336,-96.856347,0,,500
5465,FRISCO 2 1,33.146336,-96.856347,0,,161
5466,GATESVILLE 3 0,31.467983,-97.735272,0,,161
5467,DALLAS 25 0,32.787742,-96.79939,0,,161
5468,DALLAS 37 0,32.703913,-96.871889,0,,161
5469,FORT WORTH 19 0,32.708639,-97.363495,0,,161
5470,WOODWAY 0,31.529664,-97.260442,0,,161
5471,MINGUS 0,32.455408,-98.418168,0,,161
5472,THROCKMORTON 0,33.187712,-99.265034,0,,161
5473,NEMO 0,32.266222,-97.655141,0,,161
5474,ABBOTT 0,31.881728,-97.08541,0,,161
5475,ALVARADO 0,32.414944,-97.196367,0,,161
5476,CORSICANA 1 0,32.043193,-96.350943,0,,161
5477,HARKER HEIGHTS 0,31.050856,-97.644625,0,,161
5478,IRVING 3 0,32.796608,-96.954903,0,,161
5479,BURLESON 0,32.532666,-97.306547,0,,500
5480,BURLESON 1,32.532666,-97.306547,0,,161
5481,FORT WORTH 28 0,32.63587,-97.503481,0,,161
5482,DALLAS 23 0,32.835893,-96.795514,0,,161
5483,NORTH RICHLAND HILLS 1 0,32.88659,-97.208384,0,,161
5484,CROSS PLAINS 0,32.006925,-99.290758,0,,161
5485,BLOOMING GROVE 0,32.122927,-96.723661,0,,161
6001,CONVERSE 0,29.487774,-98.291474,0,,115
6002,SAN ANTONIO 46 0,29.65235,-98.656213,0,,115
6003,BASTROP 0,30.1456,-97.2708,0,,500
6004,BASTROP 1,30.1456,-97.2708,0,,230
6005,BASTROP 2,30.1456,-97.2708,0,,115
6006,BASTROP 3,30.1456,-97.2708,213,Natural Gas,13.80000019
6007,BASTROP 4,30.1456,-97.2708,426,Natural Gas,13.80000019
6008,BASTROP 5,30.1456,-97.2708,198.3300018,Natural Gas,13.80000019
6009,BASTROP 6,30.1456,-97.2708,198.3300018,Natural Gas,13.80000019
6010,BASTROP 7,30.1456,-97.2708,198.3300018,Natural Gas,13.80000019
6011,MARION 2 0,29.600453,-98.047576,0,,115
6012,PAIGE 0,30.303885,-97.218899,0,,115
6013,SAN ANTONIO 42 0,29.371436,-98.593411,0,,115
6014,WAELDER 0,29.700745,-97.301328,0,,115
6015,ATASCOSA 0,29.283035,-98.737267,0,,115
6016,SAN ANTONIO 40 0,29.460646,-98.571279,0,,115
6017,CIBOLO 0,29.575004,-98.220552,0,,115
6018,AUSTIN 6 0,30.242354,-97.6592,0,,115
6019,AUSTIN 25 0,30.293268,-97.76605,0,,115
6020,HORSESHOE BAY 0,30.5309,-98.377752,0,,115
6021,LEANDER 1 0,30.562551,-97.907897,0,,500
6022,LEANDER 1 1,30.562551,-97.907897,0,,230
6023,LEANDER 1 2,30.562551,-97.907897,0,,115
6024,AUSTIN 10 0,30.304265,-97.685722,0,,115
6025,SAN ANTONIO 31 0,29.590028,-98.525262,0,,115
6026,SAN ANTONIO 49 0,29.341337,-98.705628,0,,115
6027,ELGIN 0,30.338584,-97.361224,0,,115
6028,AUSTIN 31 0,30.216168,-97.856006,0,,115
6029,RUNGE 0,28.952237,-97.887161,0,,115
6030,YOAKUM 0,29.202338,-97.076333,0,,230
6031,YOAKUM 1,29.202338,-97.076333,0,,115
6032,AUSTIN 37 0,30.319748,-97.958224,0,,115
6033,PFLUGERVILLE 0,30.438534,-97.59458,0,,500
6034,PFLUGERVILLE 1,30.438534,-97.59458,0,,230
6035,PFLUGERVILLE 2,30.438534,-97.59458,0,,115
6036,SAN ANTONIO 12 0,29.585862,-98.406811,0,,230
6037,SAN ANTONIO 12 1,29.585862,-98.406811,0,,115
6038,AUSTIN 3 0,30.293424,-97.784408,0,,500
6039,AUSTIN 3 1,30.293424,-97.784408,0,,230
6040,AUSTIN 3 2,30.293424,-97.784408,0,,115
6041,AUSTIN 3 3,30.293424,-97.784408,18,Hydro,13.80000019
6042,AUSTIN 3 4,30.293424,-97.784408,108,Hydro,13.80000019
6043,SAN ANTONIO 48 0,29.462006,-98.676785,0,,115
6044,SAN ANTONIO 19 0,29.4151,-98.459123,0,,115
6045,SAN ANTONIO 2 0,29.5889,-98.6139,0,,500
6046,SAN ANTONIO 2 1,29.5889,-98.6139,0,,230
6047,SAN ANTONIO 2 2,29.5889,-98.6139,0,,115
6048,SAN ANTONIO 2 3,29.5889,-98.6139,3.400000095,Natural Gas,13.80000019
6049,SAN ANTONIO 2 4,29.5889,-98.6139,9.600000381,Natural Gas,13.80000019
6050,SAN ANTONIO 2 5,29.5889,-98.6139,4.400000095,Natural Gas,13.80000019
6051,SAN ANTONIO 2 6,29.5889,-98.6139,57.40000153,Natural Gas,13.80000019
6052,SAN ANTONIO 2 7,29.5889,-98.6139,57.40000153,Natural Gas,13.80000019
6053,SAN ANTONIO 2 8,29.5889,-98.6139,57.40000153,Natural Gas,13.80000019
6054,SAN ANTONIO 2 9,29.5889,-98.6139,57.40000153,Natural Gas,13.80000019
6055,BERGHEIM 0,29.903262,-98.556446,0,,115
6056,NEW BRAUNFELS 2 0,29.696878,-98.070726,0,,500
6057,NEW BRAUNFELS 2 1,29.696878,-98.070726,0,,230
6058,NEW BRAUNFELS 2 2,29.696878,-98.070726,0,,115
6059,D HANIS 0,29.285285,-99.329182,0,,115
6060,SAN ANTONIO 24 0,29.697453,-98.486728,0,,115
6061,AUSTIN 7 0,30.382481,-97.673467,0,,115
6062,BRENHAM 0,30.215075,-96.410272,0,,500
6063,BRENHAM 1,30.215075,-96.410272,0,,230
6064,BRENHAM 2,30.215075,-96.410272,0,,115
6065,BERTRAM 0,30.773295,-98.04518,0,,115
6066,MARION 1 0,29.6244,-98.1419,0,,500
6067,MARION 1 1,29.6244,-98.1419,0,,230
6068,MARION 1 2,29.6244,-98.1419,0,,115
6069,MARION 1 3,29.6244,-98.1419,181.3699951,Natural Gas,18
6070,MARION 1 4,29.6244,-98.1419,181.3699951,Natural Gas,18
6071,MARION 1 5,29.6244,-98.1419,181.3699951,Natural Gas,18
6072,MARION 1 6,29.6244,-98.1419,181.3699951,Natural Gas,18
6073,MARION 1 7,29.6244,-98.1419,181.3699951,Natural Gas,18
6074,MARION 1 8,29.6244,-98.1419,181.3699951,Natural Gas,18
6075,LA GRANGE 0,29.9172,-96.7506,0,,500
6076,LA GRANGE 1,29.9172,-96.7506,0,,230
6077,LA GRANGE 2,29.9172,-96.7506,0,,115
6078,LA GRANGE 3,29.9172,-96.7506,563.3300171,Coal,22
6079,LA GRANGE 4,29.9172,-96.7506,563.3300171,Coal,22
6080,LA GRANGE 5,29.9172,-96.7506,563.3300171,Coal,22
6081,MARBLE FALLS 1 0,30.555288,-98.257593,0,,115
6082,MARBLE FALLS 1 1,30.555288,-98.257593,22,Hydro,13.80000019
6083,MARBLE FALLS 1 2,30.555288,-98.257593,22,Hydro,13.80000019
6084,ROUND ROCK 1 0,30.557044,-97.690286,0,,115
6085,ROUND ROCK 1 1,30.557044,-97.690286,1.399999976,Solar,13.80000019
6086,ROUND ROCK 1 2,30.557044,-97.690286,30,Solar,13.80000019
6087,ROUND ROCK 1 3,30.557044,-97.690286,5.5,Solar,13.80000019
6088,ROUND ROCK 1 4,30.557044,-97.690286,10.60000038,Solar,13.80000019
6089,ROUND ROCK 1 5,30.557044,-97.690286,13.89999962,Solar,13.80000019
6090,ROUND ROCK 1 6,30.557044,-97.690286,40.70000076,Solar,13.80000019
6091,WIMBERLEY 0,30.034449,-98.142776,0,,115
6092,GONZALES 0,29.476954,-97.448924,0,,115
6093,SAN ANTONIO 11 0,29.690514,-98.401812,0,,115
6094,SAN ANTONIO 14 0,29.627214,-98.427068,0,,115
6095,HUTTO 0,30.560042,-97.546124,0,,115
6096,LULING 0,29.69611,-97.470663,0,,115
6097,SAN ANTONIO 21 0,29.588638,-98.474585,0,,115
6098,AUSTIN 12 0,30.38798,-97.706853,0,,115
6099,SAN ANTONIO 15 0,29.460597,-98.438554,0,,115
6100,ADKINS 0,29.353553,-98.238308,0,,115
6101,WINCHESTER 0,30.0381,-96.9875,0,,500
6102,WINCHESTER 1,30.0381,-96.9875,0,,230
6103,WINCHESTER 2,30.0381,-96.9875,0,,115
6104,WINCHESTER 3,30.0381,-96.9875,60.5,Natural Gas,13.80000019
6105,WINCHESTER 4,30.0381,-96.9875,60.5,Natural Gas,13.80000019
6106,WINCHESTER 5,30.0381,-96.9875,121,Natural Gas,13.80000019
6107,ROCKDALE 1 0,30.565871,-97.064032,0,,500
6108,ROCKDALE 1 1,30.565871,-97.064032,0,,230
6109,ROCKDALE 1 2,30.565871,-97.064032,0,,115
6110,ROCKDALE 1 3,30.565871,-97.064032,590.5999756,Coal,13.80000019
6111,ROCKDALE 1 4,30.565871,-97.064032,661.5,Coal,13.80000019
6112,NATALIA 0,29.1998,-98.842165,0,,115
6113,AUSTIN 20 0,30.270569,-97.742589,0,,115
6114,SAN ANTONIO 43 0,29.471464,-98.617755,0,,115
6115,SAN ANTONIO 5 0,29.556038,-98.360283,0,,115
6116,TAYLOR 0,30.465454,-97.384111,0,,115
6117,SMITHVILLE 0,30.013899,-97.182148,0,,115
6118,CEDAR PARK 0,30.503949,-97.8242,0,,500
6119,CEDAR PARK 1,30.503949,-97.8242,0,,230
6120,CEDAR PARK 2,30.503949,-97.8242,0,,115
6121,SAN ANTONIO 25 0,29.537264,-98.487882,0,,115
6122,HALLETTSVILLE 0,29.380036,-96.836189,0,,115
6123,AUSTIN 5 0,30.355657,-97.644682,0,,115
6124,NEW BRAUNFELS 3 0,29.758823,-98.190462,0,,115
6125,SUTHERLAND SPRINGS 0,29.293499,-98.057016,0,,115
6126,AUSTIN 34 0,30.178419,-97.888662,0,,115
6127,CAMERON 0,30.891129,-96.907601,0,,115
6128,SAN ANTONIO 35 0,29.305467,-98.531136,0,,115
6129,MEDINA 0,29.678291,-99.316592,0,,115
6130,MANCHACA 0,30.132806,-97.874687,0,,115
6131,SPRING BRANCH 0,29.89476,-98.390967,0,,115
6132,AUSTIN 19 0,30.32223,-97.740167,0,,115
6133,FLATONIA 0,29.727617,-97.15845,0,,115
6134,GRANGER 0,30.710857,-97.413885,0,,115
6135,FAYETTEVILLE 0,30.043016,-96.699188,0,,115
6136,GEORGETOWN 2 0,30.647924,-97.753177,0,,115
6137,AUSTIN 35 0,30.377889,-97.895023,0,,115
6138,PIPE CREEK 0,29.689692,-98.911216,0,,115
6139,RED ROCK 0,29.844013,-97.357996,0,,115
6140,JARRELL 0,30.818633,-97.502485,0,,115
6141,SAN ANTONIO 1 0,29.4289,-98.3433,0,,500
6142,SAN ANTONIO 1 1,29.4289,-98.3433,0,,230
6143,SAN ANTONIO 1 2,29.4289,-98.3433,0,,115
6144,SAN ANTONIO 1 3,29.4289,-98.3433,8.399999619,Natural Gas,13.80000019
6145,SAN ANTONIO 1 4,29.4289,-98.3433,446,Natural Gas,13.80000019
6146,SAN ANTONIO 1 5,29.4289,-98.3433,446,Natural Gas,13.80000019
6147,SAN ANTONIO 1 6,29.4289,-98.3433,932,Natural Gas,13.80000019
6148,SAN ANTONIO 1 7,29.4289,-98.3433,722,Natural Gas,13.80000019
6149,SAN ANTONIO 1 8,29.4289,-98.3433,722,Natural Gas,13.80000019
6150,SAN ANTONIO 36 0,29.545289,-98.556564,0,,115
6151,SCHULENBURG 0,29.686278,-96.933605,0,,115
6152,SAN ANTONIO 22 0,29.27828,-98.479052,0,,230
6153,SAN ANTONIO 22 1,29.27828,-98.479052,0,,115
6154,DRIPPING SPRINGS 0,30.224134,-98.134815,0,,115
6155,SAN ANTONIO 26 0,29.200063,-98.492701,0,,115
6156,MARBLE FALLS 3 0,30.581216,-98.208732,0,,115
6157,BOERNE 1 0,29.747683,-98.65027,0,,115
6158,WASHINGTON 0,30.286936,-96.189365,0,,115
6159,SCHERTZ 0,29.547068,-98.262642,0,,115
6160,AUSTIN 8 0,30.269969,-97.683557,0,,115
6161,SEGUIN 1 0,29.593056,-97.973215,0,,500
6162,SEGUIN 1 1,29.593056,-97.973215,0,,230
6163,SEGUIN 1 2,29.593056,-97.973215,0,,115
6164,SEGUIN 1 3,29.593056,-97.973215,235.0500031,Natural Gas,13.80000019
6165,SEGUIN 1 4,29.593056,-97.973215,235.0500031,Natural Gas,13.80000019
6166,SEGUIN 1 5,29.593056,-97.973215,235.0500031,Natural Gas,13.80000019
6167,SEGUIN 1 6,29.593056,-97.973215,235.0500031,Natural Gas,13.80000019
6168,SAN ANTONIO 45 0,29.406624,-98.630303,0,,115
6169,SAN ANTONIO 52 0,29.357251,-98.886655,0,,500
6170,SAN ANTONIO 52 1,29.357251,-98.886655,0,,230
6171,SAN ANTONIO 52 2,29.357251,-98.886655,0,,115
6172,CUERO 2 0,29.097035,-97.282413,0,,230
6173,CUERO 2 1,29.097035,-97.282413,0,,115
6174,SAN ANTONIO 10 0,29.49163,-98.397127,0,,115
6175,AUSTIN 16 0,30.282173,-97.731003,0,,115
6176,AUSTIN 39 0,30.111915,-98.033573,0,,115
6177,SAN ANTONIO 51 0,29.537782,-98.734752,0,,230
6178,SAN ANTONIO 51 1,29.537782,-98.734752,0,,115
6179,SAN ANTONIO 41 0,29.660485,-98.583454,0,,115
6180,LA VERNIA 0,29.350393,-98.10703,0,,115
6181,MANOR 0,30.339696,-97.523512,0,,115
6182,SAN ANTONIO 38 0,29.342535,-98.570052,0,,115
6183,GIDDINGS 0,30.167624,-96.923038,0,,115
6184,AUSTIN 32 0,30.268138,-97.86919,0,,115
6185,AUSTIN 38 0,30.261084,-97.959435,0,,115
6186,AUSTIN 30 0,30.430749,-97.840085,0,,115
6187,AUSTIN 28 0,30.418557,-97.802545,0,,115
6188,COLUMBUS 0,29.695979,-96.42546,0,,230
6189,COLUMBUS 1,29.695979,-96.42546,0,,115
6190,SHINER 0,29.5649,-97.083825,0,,115
6191,SAN ANTONIO 3 0,29.6562,-98.33912,0,,115
6192,CALDWELL 0,30.541565,-96.676232,0,,230
6193,CALDWELL 1,30.541565,-96.676232,0,,115
6194,AUSTIN 18 0,30.126966,-97.739969,0,,115
6195,INDUSTRY 0,30.024253,-96.451051,0,,115
6196,DALE 0,29.940066,-97.568294,0,,115
6197,SAN ANTONIO 37 0,29.501708,-98.569451,0,,500
6198,SAN ANTONIO 37 1,29.501708,-98.569451,0,,230
6199,SAN ANTONIO 37 2,29.501708,-98.569451,0,,115
6200,SAN ANTONIO 18 0,29.43993,-98.458718,0,,115
6201,SAN ANTONIO 33 0,29.387986,-98.526019,0,,115
6202,MARTINDALE 0,29.659595,-97.785202,0,,115
6203,SAN ANTONIO 17 0,29.488906,-98.456235,0,,115
6204,SAN ANTONIO 23 0,29.44123,-98.480515,0,,115
6205,AUSTIN 29 0,30.16711,-97.823998,0,,115
6206,LEXINGTON 0,30.354823,-96.840158,0,,115
6207,LEANDER 2 0,30.449996,-97.971806,0,,115
6208,AUSTIN 15 0,30.429937,-97.717796,0,,115
6209,MICO 0,29.501055,-98.853494,0,,115
6210,MARBLE FALLS 2 0,30.556,-98.3384,0,,500
6211,MARBLE FALLS 2 1,30.556,-98.3384,0,,230
6212,MARBLE FALLS 2 2,30.556,-98.3384,0,,115
6213,MARBLE FALLS 2 3,30.556,-98.3384,60,Hydro,13.80000019
6214,MARBLE FALLS 2 4,30.556,-98.3384,186.3300018,Hydro,13.80000019
6215,MARBLE FALLS 2 5,30.556,-98.3384,186.3300018,Hydro,13.80000019
6216,MARBLE FALLS 2 6,30.556,-98.3384,186.3300018,Hydro,13.80000019
6217,AUSTIN 36 0,30.37835,-97.951209,0,,115
6218,LOCKHART 0,29.871471,-97.676772,0,,115
6219,AUSTIN 17 0,30.351538,-97.732571,0,,115
6220,SAN ANTONIO 13 0,29.538074,-98.415198,0,,115
6221,FALLS CITY 0,28.867033,-98.240425,0,,115
6222,AUSTIN 27 0,30.206844,-97.79742,0,,230
6223,AUSTIN 27 1,30.206844,-97.79742,0,,115
6224,AUSTIN 23 0,30.402654,-97.761064,0,,115
6225,SAN ANTONIO 27 0,29.464611,-98.493653,0,,115
6226,BLANCO 0,30.182914,-98.566548,0,,115
6227,AUSTIN 24 0,30.243032,-97.765081,0,,115
6228,SAN MARCOS 0,29.880162,-97.966164,0,,500
6229,SAN MARCOS 1,29.880162,-97.966164,0,,230
6230,SAN MARCOS 2,29.880162,-97.966164,0,,115
6231,BUDA 0,30.078514,-97.838012,0,,115
6232,DEL VALLE 0,30.150985,-97.607312,0,,115
6233,AUSTIN 4 0,30.297099,-97.617767,0,,115
6234,SAN ANTONIO 50 0,29.400889,-98.730674,0,,500
6235,SAN ANTONIO 50 1,29.400889,-98.730674,0,,230
6236,SAN ANTONIO 50 2,29.400889,-98.730674,0,,115
6237,BURLINGTON 0,31.020832,-97.12069,0,,115
6238,AUSTIN 13 0,30.230475,-97.714082,0,,115
6239,ELMENDORF 0,29.2567,-98.3825,0,,500
6240,ELMENDORF 1,29.2567,-98.3825,0,,230
6241,ELMENDORF 2,29.2567,-98.3825,0,,115
6242,ELMENDORF 3,29.2567,-98.3825,61,Natural Gas,13.80000019
6243,ELMENDORF 4,29.2567,-98.3825,183,Natural Gas,13.80000019
6244,ELMENDORF 5,29.2567,-98.3825,298,Natural Gas,13.80000019
6245,ELMENDORF 6,29.2567,-98.3825,298,Natural Gas,13.80000019
6246,ELMENDORF 7,29.2567,-98.3825,298,Natural Gas,13.80000019
6247,ELMENDORF 8,29.2567,-98.3825,183.3300018,Natural Gas,13.80000019
6248,ELMENDORF 9,29.2567,-98.3825,183.3300018,Natural Gas,13.80000019
6249,ELMENDORF 10,29.2567,-98.3825,183.3300018,Natural Gas,13.80000019
6250,SAN ANTONIO 6 0,29.518637,-98.362961,0,,115
6251,CANYON LAKE 0,29.971139,-98.228231,0,,115
6252,JOHNSON CITY 0,30.402261,-98.359569,0,,115
6253,YORKTOWN 0,28.857734,-97.428562,0,,115
6254,AUSTIN 2 0,30.2098,-97.6129,0,,500
6255,AUSTIN 2 1,30.2098,-97.6129,0,,230
6256,AUSTIN 2 2,30.2098,-97.6129,0,,115
6257,AUSTIN 2 3,30.2098,-97.6129,194,Natural Gas,13.80000019
6258,AUSTIN 2 4,30.2098,-97.6129,194,Natural Gas,13.80000019
6259,AUSTIN 2 5,30.2098,-97.6129,51.40000153,Natural Gas,13.80000019
6260,AUSTIN 2 6,30.2098,-97.6129,257,Natural Gas,13.80000019
6261,LACKLAND A F B 0,29.391283,-98.618734,0,,115
6262,LIBERTY HILL 0,30.69088,-97.941426,0,,115
6263,KENEDY 0,28.733411,-97.894958,0,,230
6264,KENEDY 1,28.733411,-97.894958,0,,115
6265,CUERO 1 0,29.129714,-97.311236,0,,115
